Frame,CalcTime_s,MemUsage_KB,AvgTime_s,AvgMem_KB
1,0.000076, 43.9707,0.000076, 43.9707
2,0.000083, 42.5488,0.000079, 43.2598
3,0.000068, 46.4805,0.000076, 44.3333
4,0.000068, 50.4238,0.000074, 45.8560
5,0.000068, 54.2344,0.000073, 47.5316
6,0.000068, 53.6582,0.000072, 48.5527
7,0.000069, 56.4355,0.000071, 49.6789
8,0.000071, 60.3672,0.000071, 51.0149
9,0.000063, 43.1113,0.000070, 50.1367
10,0.000071, 42.5352,0.000070, 49.3766
11,0.000083, 45.3125,0.000072, 49.0071
12,0.000072, 48.0898,0.000072, 48.9307
13,0.000062, 52.6123,0.000071, 49.2139
14,0.000069, 55.9678,0.000071, 49.6963
15,0.000069, 59.7793,0.000071, 50.3685
16,0.000074, 59.1992,0.000071, 50.9204
17,0.000064, 40.8262,0.000070, 50.3266
18,0.000067, 44.7705,0.000070, 50.0180
19,0.000064, 48.5820,0.000070, 49.9424
20,0.000065, 48.0020,0.000070, 49.8454
21,0.000073, 50.7793,0.000070, 49.8898
22,0.000064, 54.7129,0.000070, 50.1091
23,0.000062, 58.6572,0.000069, 50.4807
24,0.000063, 62.4688,0.000069, 50.9802
25,0.000066, 39.7012,0.000069, 50.5291
26,0.000064, 43.6348,0.000069, 50.2639
27,0.000068, 47.5791,0.000069, 50.1645
28,0.000067, 51.3906,0.000069, 50.2083
29,0.000074, 50.8105,0.000069, 50.2290
30,0.000067, 53.5879,0.000069, 50.3410
31,0.000067, 57.5215,0.000069, 50.5726
32,0.000064, 61.4658,0.000069, 50.9130
33,0.000066, 39.7266,0.000068, 50.5740
34,0.000068, 42.5039,0.000068, 50.3367
35,0.000074, 45.2812,0.000069, 50.1922
36,0.000074, 49.8037,0.000069, 50.1815
37,0.000072, 53.1592,0.000069, 50.2619
38,0.000135, 56.9707,0.000071, 50.4385
39,0.000070, 56.3906,0.000071, 50.5911
40,0.000065, 59.1680,0.000070, 50.8055
41,0.000066, 42.0947,0.000070, 50.5931
42,0.000069, 45.9062,0.000070, 50.4815
43,0.000082, 49.6260,0.000071, 50.4616
44,0.000072, 48.1035,0.000071, 50.4080
45,0.000066, 50.8809,0.000070, 50.4185
46,0.000069, 53.6582,0.000070, 50.4889
47,0.000067, 58.1807,0.000070, 50.6526
48,0.000065, 61.5361,0.000070, 50.8793
49,0.000067, 39.7266,0.000070, 50.6517
50,0.000068, 42.5039,0.000070, 50.4888
51,0.000068, 45.2812,0.000070, 50.3866
52,0.000074, 49.8037,0.000070, 50.3754
53,0.000063, 53.1592,0.000070, 50.4280
54,0.000065, 56.9707,0.000070, 50.5491
55,0.000072, 56.3906,0.000070, 50.6553
56,0.000068, 59.1680,0.000070, 50.8073
57,0.000066, 42.0947,0.000070, 50.6545
58,0.000068, 45.9062,0.000070, 50.5726
59,0.000066, 49.6260,0.000070, 50.5566
