Frame,CalcTime_s,MemUsage_KB,AvgTime_s,AvgMem_KB
1,0.000826, 96.8799,0.000826, 96.8799
2,0.000796,127.2197,0.000811,112.0498
3,0.000853, 95.1748,0.000825,106.4248
4,0.000834,125.5146,0.000827,111.1973
5,0.001089, 95.4424,0.000880,108.0463
6,0.000833,125.7822,0.000872,111.0023
7,0.000840, 95.1396,0.000867,108.7362
8,0.000792,125.4795,0.000858,110.8291
9,0.000838, 95.1299,0.000856,109.0847
10,0.000856,125.4697,0.000856,110.7232
11,0.000854, 95.1299,0.000856,109.3057
12,0.000850,125.4697,0.000855,110.6527
13,0.000838, 95.1299,0.000854,109.4586
14,0.000856,125.4697,0.000854,110.6023
15,0.000847, 95.1299,0.000853,109.5708
16,0.000853,125.4697,0.000853,110.5645
17,0.000838, 95.1279,0.000853,109.6564
18,0.000841,125.4678,0.000852,110.5348
19,0.000786, 95.1279,0.000848,109.7239
20,0.000854,125.4678,0.000849,110.5111
21,0.000830, 95.4385,0.000848,109.7934
22,0.000798,125.7783,0.000846,110.5200
23,0.000980, 95.1299,0.000851,109.8508
24,0.000841,125.4697,0.000851,110.5016
25,0.000787, 95.4385,0.000848,109.8991
26,0.000860,125.7783,0.000849,110.5098
27,0.000856, 95.1299,0.000849,109.9402
28,0.000811,125.4697,0.000848,110.4948
29,0.000786, 95.1279,0.000846,109.9649
30,0.000794,125.4678,0.000844,110.4817
31,0.000830, 95.4424,0.000843,109.9966
32,0.000866,125.7822,0.000844,110.4899
33,0.000846, 95.4717,0.000844,110.0348
34,0.000844,125.8115,0.000844,110.4988
35,0.000793, 95.4717,0.000843,110.0694
36,0.000890,125.8115,0.000844,110.5067
37,0.000842, 95.4717,0.000844,110.1004
38,0.000850,125.8115,0.000844,110.5138
39,0.000830, 95.4736,0.000844,110.1282
40,0.000809,125.8135,0.000843,110.5203
41,0.000835, 95.4736,0.000843,110.1533
42,0.000843,125.8135,0.000843,110.5262
43,0.000807, 95.4795,0.000842,110.1763
44,0.000798,125.8193,0.000841,110.5318
45,0.000848, 95.1299,0.000841,110.1895
46,0.000844,125.4697,0.000841,110.5217
47,0.000799, 95.1279,0.000840,110.1942
48,0.000853,125.4678,0.000840,110.5124
49,0.000848, 95.1279,0.000841,110.1984
50,0.000788,125.4678,0.000840,110.5038
51,0.000839, 95.4385,0.000840,110.2084
52,0.000863,125.7783,0.000840,110.5078
53,0.000817, 95.4795,0.000840,110.2243
54,0.000805,125.8193,0.000839,110.5131
55,0.000841, 95.4736,0.000839,110.2396
56,0.000886,125.8135,0.000840,110.5177
57,0.000787, 95.4795,0.000839,110.2539
58,0.000827,125.8193,0.000839,110.5223
59,0.000846, 95.1279,0.000839,110.2613
60,0.000851,125.4678,0.000839,110.5148
61,0.000848, 95.4424,0.000839,110.2677
62,0.000851,125.7822,0.000839,110.5179
63,0.000816, 95.4775,0.000839,110.2792
64,0.000797,125.8174,0.000838,110.5220
65,0.000834, 95.1279,0.000838,110.2851
66,0.001273,125.4678,0.000845,110.5152
67,0.000849, 95.4424,0.000845,110.2902
68,0.000846,125.7822,0.000845,110.5180
69,0.000842, 95.4736,0.000845,110.3000
70,0.000802,125.8135,0.000844,110.5216
71,0.000790, 95.4795,0.000844,110.3098
72,0.000848,125.8193,0.000844,110.5252
73,0.001060, 95.4736,0.000847,110.3190
74,0.000843,125.8135,0.000846,110.5284
75,0.000786, 95.4795,0.000846,110.3277
76,0.000791,125.8193,0.000845,110.5316
77,0.000843, 95.1279,0.000845,110.3315
78,0.000811,125.4678,0.000845,110.5256
79,0.000840, 95.4443,0.000844,110.3347
80,0.000855,125.7842,0.000845,110.5278
81,0.000788, 95.4717,0.000844,110.3419
82,0.000847,125.8115,0.000844,110.5306
83,0.000805, 95.4795,0.000843,110.3492
84,0.001148,125.8193,0.000847,110.5334
85,0.000844, 95.1299,0.000847,110.3522
86,0.000794,125.4697,0.000846,110.5280
87,0.000839, 95.1299,0.000846,110.3510
88,0.000866,125.4697,0.000847,110.5228
89,0.001545, 95.4404,0.000854,110.3533
90,0.000849,125.7803,0.000854,110.5247
91,0.000830, 95.4775,0.000854,110.3594
92,0.000843,125.8174,0.000854,110.5274
93,0.000784, 95.4736,0.000853,110.3655
94,0.000842,125.8135,0.000853,110.5299
95,0.000849, 95.1396,0.000853,110.3679
96,0.000789,125.4795,0.000852,110.5253
97,0.000837, 95.4717,0.000852,110.3701
98,0.000849,125.8115,0.000852,110.5276
99,0.000791, 95.1416,0.000852,110.3722
100,0.000837,125.4814,0.000851,110.5233
101,0.000824, 95.1416,0.000851,110.3710
102,0.000825,125.4814,0.000851,110.5192
103,0.000792, 95.1436,0.000850,110.3699
104,0.001255,125.4834,0.000854,110.5152
105,0.000843, 95.4561,0.000854,110.3718
106,0.000792,125.7959,0.000854,110.5173
107,0.000878, 95.4990,0.000854,110.3769
108,0.000805,125.8389,0.000853,110.5201
109,0.000788, 95.5000,0.000853,110.3823
110,0.000855,125.8398,0.000853,110.5228
111,0.000796, 95.1475,0.000852,110.3843
112,0.000794,125.4873,0.000852,110.5192
113,0.000792, 95.1475,0.000851,110.3831
114,0.000793,125.4873,0.000851,110.5156
115,0.000809, 95.4658,0.000850,110.3848
116,0.000878,125.8057,0.000851,110.5177
117,0.000812, 95.4795,0.000850,110.3892
118,0.000848,125.8193,0.000850,110.5199
119,0.000931, 95.4805,0.000851,110.3935
120,0.001135,125.8203,0.000853,110.5221
121,0.000842, 95.1475,0.000853,110.3950
122,0.000802,125.4873,0.000853,110.5187
123,0.000869, 95.1377,0.000853,110.3937
124,0.000879,125.4775,0.000853,110.5153
125,0.000787, 95.1572,0.000853,110.3925
126,0.000886,125.4971,0.000853,110.5124
127,0.000851, 95.1592,0.000853,110.3915
128,0.000877,125.4990,0.000853,110.5095
129,0.000828, 95.4834,0.000853,110.3930
130,0.000815,125.8232,0.000852,110.5117
131,0.000858, 95.5029,0.000853,110.3971
132,0.000791,125.8428,0.000852,110.5141
133,0.000842, 95.1660,0.000852,110.3987
134,0.000845,125.5059,0.000852,110.5115
135,0.000808, 95.4727,0.000852,110.4001
136,0.001043,125.8125,0.000853,110.5134
137,0.000891, 95.1592,0.000853,110.4013
138,0.000844,125.4990,0.000853,110.5107
139,0.000904, 95.1504,0.000854,110.4002
140,0.000866,125.4902,0.000854,110.5080
141,0.000815, 95.4697,0.000853,110.4014
142,0.000801,125.8096,0.000853,110.5099
143,0.000800, 95.4990,0.000853,110.4049
144,0.000859,125.8389,0.000853,110.5121
145,0.000848, 95.4912,0.000853,110.4085
146,0.000796,125.8311,0.000852,110.5141
147,0.000843, 95.4814,0.000852,110.4119
148,0.000829,125.8213,0.000852,110.5160
149,0.000911, 95.1465,0.000852,110.4128
150,0.000874,125.4863,0.000853,110.5133
151,0.000804, 95.1436,0.000852,110.4115
152,0.000860,125.4834,0.000852,110.5107
153,0.000834, 95.1475,0.000852,110.4103
154,0.001032,125.4873,0.000853,110.5082
155,0.000851, 95.1406,0.000853,110.4090
156,0.000800,125.4805,0.000853,110.5056
157,0.000789, 95.4580,0.000853,110.4098
158,0.000807,125.7979,0.000852,110.5072
159,0.000832, 95.1416,0.000852,110.4106
160,0.000891,125.4814,0.000852,110.5047
161,0.000805, 95.1387,0.000852,110.4093
162,0.000841,125.4785,0.000852,110.5023
163,0.000844, 95.4463,0.000852,110.4100
164,0.000851,125.7861,0.000852,110.5037
165,0.000847, 95.4795,0.000852,110.4127
166,0.000815,125.8193,0.000852,110.5055
167,0.001077, 95.1348,0.000853,110.4134
168,0.000900,125.4746,0.000853,110.5031
169,0.000806, 95.1299,0.000853,110.4121
170,0.000853,125.4697,0.000853,110.5007
171,0.000869, 95.4502,0.000853,110.4127
172,0.000787,125.7900,0.000853,110.5021
173,0.000844, 95.4873,0.000853,110.4153
174,0.000790,125.8271,0.000852,110.5039
175,0.000873, 95.1348,0.000853,110.4160
176,0.000855,125.4746,0.000853,110.5016
177,0.000844, 95.4580,0.000853,110.4166
178,0.001040,125.7979,0.000854,110.5030
179,0.000841, 95.4912,0.000853,110.4192
180,0.000840,125.8311,0.000853,110.5048
181,0.000788, 95.4912,0.000853,110.4218
182,0.000850,125.8311,0.000853,110.5065
183,0.000875, 95.4873,0.000853,110.4244
184,0.000842,125.8271,0.000853,110.5081
185,0.000837, 95.1328,0.000853,110.4250
186,0.000884,125.4727,0.000853,110.5059
187,0.000832, 95.4502,0.000853,110.4254
188,0.000842,125.7900,0.000853,110.5071
189,0.000789, 95.1289,0.000853,110.4258
190,0.000902,125.4688,0.000853,110.5049
191,0.000858, 95.1289,0.000853,110.4244
192,0.000841,125.4688,0.000853,110.5028
193,0.000993, 95.4463,0.000854,110.4248
194,0.000844,125.7861,0.000854,110.5040
195,0.000789, 95.1289,0.000853,110.4251
196,0.000836,125.4688,0.000853,110.5019
197,0.000854, 95.4463,0.000853,110.4254
198,0.001127,125.7861,0.000855,110.5030
199,0.000798, 95.1289,0.000854,110.4258
200,0.000929,125.4688,0.000855,110.5010
201,0.000801, 95.4463,0.000854,110.4261
202,0.000808,125.7861,0.000854,110.5021
203,0.000843, 95.4795,0.000854,110.4281
204,0.000798,125.8193,0.000854,110.5036
205,0.000796, 95.1367,0.000854,110.4286
206,0.001135,125.4766,0.000855,110.5017
207,0.000864, 95.1387,0.000855,110.4274
208,0.000865,125.4785,0.000855,110.4998
209,0.000787, 95.4619,0.000855,110.4279
210,0.000809,125.8018,0.000854,110.5011
211,0.000795, 95.4912,0.000854,110.4299
212,0.000850,125.8311,0.000854,110.5026
213,0.000801, 95.1367,0.000854,110.4304
214,0.000845,125.4766,0.000854,110.5007
215,0.000789, 95.4531,0.000854,110.4308
216,0.000822,125.7930,0.000853,110.5019
217,0.000812, 95.1309,0.000853,110.4310
218,0.000872,125.4707,0.000853,110.5000
219,0.000822, 95.4463,0.000853,110.4313
220,0.000886,125.7861,0.000853,110.5011
221,0.000797, 95.1289,0.000853,110.4315
222,0.000851,125.4688,0.000853,110.4993
223,0.000810, 95.1289,0.000853,110.4303
224,0.000872,125.4688,0.000853,110.4975
225,0.000835, 95.1289,0.000853,110.4292
226,0.000803,125.4688,0.000853,110.4957
227,0.000841, 95.1289,0.000853,110.4280
228,0.000813,125.4688,0.000852,110.4940
229,0.000790, 95.1289,0.000852,110.4269
230,0.000834,125.4688,0.000852,110.4923
231,0.000850, 95.4463,0.000852,110.4272
232,0.000867,125.7861,0.000852,110.4934
233,0.000981, 95.4795,0.000853,110.4289
234,0.000869,125.8193,0.000853,110.4947
235,0.000870, 95.1367,0.000853,110.4293
236,0.000876,125.4766,0.000853,110.4931
237,0.000800, 95.4580,0.000853,110.4297
238,0.000792,125.7979,0.000852,110.4942
239,0.000800, 95.1406,0.000852,110.4300
240,0.000892,125.4805,0.000852,110.4927
241,0.000817, 95.1406,0.000852,110.4290
242,0.000847,125.4805,0.000852,110.4912
243,0.000805, 95.1367,0.000852,110.4280
244,0.000819,125.4766,0.000852,110.4897
245,0.000788, 95.1328,0.000852,110.4270
246,0.000865,125.4727,0.000852,110.4882
247,0.000909, 95.4502,0.000852,110.4273
248,0.000909,125.7900,0.000852,110.4892
249,0.000838, 95.4756,0.000852,110.4289
