Frame,CalcTime_s,MemUsage_KB,AvgTime_s,AvgMem_KB
1,0.000068,25667.1016,0.000068,25667.1016
2,0.000069,25703.7188,0.000069,25685.4102
3,0.000070,25736.2891,0.000069,25702.3698
4,0.000392,25768.8594,0.000150,25718.9922
5,0.000535,25801.4297,0.000227,25735.4797
6,0.000072,25834.0000,0.000201,25751.8997
7,0.000174,25866.5703,0.000197,25768.2812
8,0.000069,25899.1406,0.000181,25784.6387
9,0.000405,25931.7109,0.000206,25800.9800
10,0.000090,25964.5625,0.000194,25817.3383
11,0.000144,25997.1328,0.000190,25833.6832
12,0.000071,26029.7031,0.000180,25850.0182
13,0.000114,26062.2734,0.000175,25866.3456
14,0.000065,26094.8438,0.000167,25882.6669
15,0.000068,26127.4141,0.000160,25898.9833
16,0.000429,26159.9219,0.000177,25915.2920
17,0.000645,26192.4922,0.000205,25931.5979
18,0.000358,26225.3438,0.000213,25947.9171
19,0.000071,26257.9141,0.000206,25964.2327
20,0.000113,26290.4844,0.000201,25980.5453
21,0.000417,26323.0547,0.000211,25996.8553
22,0.000315,26355.6250,0.000216,26013.1630
23,0.000409,26388.1953,0.000224,26029.4688
24,0.000402,26420.7031,0.000232,26045.7702
25,0.000073,26453.2734,0.000226,26062.0703
26,0.000585,26486.1250,0.000239,26078.3801
27,0.000068,26518.6953,0.000233,26094.6881
28,0.000492,26551.2656,0.000242,26110.9944
29,0.000350,26583.8359,0.000246,26127.2993
30,0.000065,26616.4062,0.000240,26143.6029
31,0.000066,26648.9766,0.000234,26159.9052
32,0.000408,26681.5469,0.000240,26176.2065
33,0.000468,26714.1172,0.000247,26192.5069
34,0.000416,26746.9688,0.000252,26208.8146
35,0.000289,26779.5391,0.000253,26225.1210
36,0.000134,26812.1094,0.000249,26241.4262
37,0.000074,26844.6797,0.000245,26257.7304
38,0.000075,26877.2500,0.000240,26274.0335
39,0.000404,26909.7578,0.000244,26290.3341
40,0.000292,26942.3281,0.000246,26306.6340
41,0.000351,26974.8984,0.000248,26322.9331
42,0.000630,27007.7500,0.000257,26339.2383
43,0.000315,27040.3203,0.000259,26355.5425
44,0.000077,27072.8281,0.000254,26371.8445
45,0.000315,27105.3984,0.000256,26388.1457
46,0.000248,27137.9688,0.000256,26404.4462
47,0.000407,27170.5391,0.000259,26420.7460
48,0.000315,27203.1094,0.000260,26437.0452
49,0.000321,27235.6797,0.000261,26453.3439
50,0.000069,27268.5312,0.000257,26469.6477
51,0.000276,27301.1016,0.000258,26485.9507
52,0.000475,27333.6719,0.000262,26502.2530
53,0.000317,27366.1797,0.000263,26518.5535
54,0.000065,27398.7500,0.000259,26534.8534
55,0.000067,27431.2578,0.000256,26551.1517
56,0.000243,27463.8281,0.000256,26567.4495
57,0.000394,27496.3984,0.000258,26583.7468
58,0.000070,27529.2500,0.000255,26600.0486
59,0.000364,27561.8203,0.000257,26616.3498
60,0.000070,27594.3906,0.000254,26632.6505
61,0.000553,27626.9609,0.000258,26648.9507
62,0.000193,27659.5312,0.000257,26665.2504
63,0.000408,27692.1016,0.000260,26681.5496
64,0.000070,27724.6719,0.000257,26697.8484
65,0.000392,27757.1797,0.000259,26714.1458
66,0.000405,27790.0312,0.000261,26730.4471
67,0.000314,27822.6016,0.000262,26746.7479
68,0.000431,27855.1094,0.000264,26763.0473
69,0.000069,27887.6797,0.000262,26779.3464
70,0.000242,27920.1875,0.000261,26795.6441
71,0.000070,27952.6953,0.000259,26811.9406
72,0.000412,27985.2656,0.000261,26828.2368
73,0.000313,28017.8359,0.000261,26844.5326
74,0.000070,28050.6875,0.000259,26860.8320
75,0.000225,28083.1953,0.000258,26877.1302
76,0.000397,28115.7031,0.000260,26893.4272
77,0.000433,28148.2734,0.000262,26909.7239
78,0.000066,28180.8438,0.000260,26926.0203
79,0.000157,28213.4141,0.000259,26942.3165
80,0.000197,28245.9844,0.000258,26958.6123
81,0.000193,28278.5547,0.000257,26974.9079
82,0.000392,28311.4062,0.000259,26991.2067
83,0.000392,28343.9766,0.000260,27007.5051
84,0.000287,28376.5469,0.000261,27023.8032
85,0.000070,28409.1172,0.000258,27040.1010
86,0.000329,28441.6875,0.000259,27056.3985
87,0.000412,28474.2578,0.000261,27072.6958
88,0.000197,28506.8281,0.000260,27088.9927
89,0.000186,28539.3984,0.000259,27105.2894
90,0.000325,28572.2500,0.000260,27121.5890
91,0.000067,28604.8203,0.000258,27137.8882
92,0.000476,28637.3906,0.000260,27154.1872
93,0.000674,28669.9609,0.000265,27170.4858
94,0.000432,28702.5312,0.000267,27186.7842
95,0.000415,28735.1016,0.000268,27203.0822
96,0.000072,28767.6719,0.000266,27219.3800
97,0.000393,28800.2422,0.000267,27235.6776
98,0.000225,28833.0938,0.000267,27251.9778
99,0.000393,28865.6641,0.000268,27268.2776
100,0.000349,28898.2344,0.000269,27284.5772
101,0.000284,28930.8203,0.000269,27300.8766
102,0.000433,28963.4062,0.000271,27317.1759
103,0.000404,28995.9297,0.000272,27333.4745
104,0.000210,29028.5156,0.000272,27349.7730
105,0.000190,29061.1016,0.000271,27366.0714
106,0.000073,29093.9688,0.000269,27382.3723
107,0.000065,29126.5547,0.000267,27398.6730
108,0.000241,29159.1406,0.000267,27414.9737
109,0.000248,29191.7266,0.000267,27431.2742
110,0.000412,29224.3125,0.000268,27447.5745
111,0.000070,29256.8984,0.000266,27463.8747
112,0.000348,29289.4844,0.000267,27480.1748
113,0.000176,29322.0703,0.000266,27496.4748
114,0.000074,29354.9375,0.000264,27512.7771
115,0.000072,29387.5234,0.000263,27529.0792
116,0.000071,29420.1094,0.000261,27545.3812
117,0.000285,29452.6953,0.000261,27561.6830
118,0.000520,29485.2812,0.000263,27577.9847
119,0.000517,29517.8672,0.000266,27594.2862
120,0.000533,29550.3906,0.000268,27610.5871
121,0.000361,29582.9766,0.000269,27626.8878
122,0.000066,29615.8438,0.000267,27643.1908
123,0.000316,29648.4297,0.000267,27659.4935
124,0.000256,29681.0156,0.000267,27675.7961
125,0.000404,29713.6016,0.000268,27692.0986
126,0.000393,29746.1875,0.000269,27708.4009
127,0.000416,29778.7734,0.000270,27724.7030
128,0.000405,29811.2969,0.000271,27741.0045
